Reference ID,,PMID,Journal_Name,Year,Volume,Issue,First_Page,Author,Title
308,,25305688,Bioorganic & medicinal chemistry letters,2014,24,22,5265-7,"Christian Gege, Thomas Schlüter, Thomas Hoffmann",Identification of the first inverse agonist of retinoid-related orphan receptor (ROR) with dual selectivity for RORβ and RORγt.
309,,25440884,European journal of medicinal chemistry,2014,87,0,834-42,Miguel A González,Synthetic derivatives of aromatic abietane diterpenoids and their biological activities.
310,,25591066,Journal of medicinal chemistry,2015,58,5,2077-87,"Vincent C O Njar, Angela M H Brodie",Discovery and development of Galeterone (TOK-001 or VN/124-1) for the treatment of all stages of prostate cancer.
311,,25634130,Journal of medicinal chemistry,2015,58,4,1900-14,"Hannah W Mbatia, Senthilmurugan Ramalingam, Vidya P Ramamurthy, Marlena S Martin, Andrew K Kwegyir-Afful, Vincent C O Njar",Novel C-4 heteroaryl 13-cis-retinamide Mnk/AR degrading agents inhibit cell proliferation and migration and induce apoptosis in human breast and prostate cancer cells and suppress growth of MDA-MB-231 human breast and CWR22Rv1 human prostate tumor xenografts in mice.
312,,25646649,Journal of medicinal chemistry,2015,58,3,1569-74,"Henrik Sundén, Mareike C Holland, Pekka K Poutiainen, Tiina Jääskeläinen, Juha T Pulkkinen, Jorma J Palvimo, Roger Olsson",Synthesis and biological evaluation of second-generation tropanol-based androgen receptor modulators.
313,,25706100,Journal of medicinal chemistry,2015,58,6,2658-77,"Yves A Chantigny, John C Murray, Edward F Kleinman, Ralph P Robinson, Michael A Plotkin, Matthew R Reese, Leonard Buckbinder, Patricia A McNiff, Michele L Millham, Jean F Schaefer, Yuriy A Abramov, Jon Bordner","2-Aryl-3-methyloctahydrophenanthrene-2,3,7-triols as potent dissociated glucocorticoid receptor agonists."
314,,25801931,Bioorganic & medicinal chemistry letters,2015,25,21,4983-4986,"John Lloyd, Heather J Finlay, Alexander Kover, James Johnson, Zulan Pi, Ji Jiang, James Neels, Cullen Cavallaro, Ruth Wexler, Mary Lee Conder, Hong Shi, Danshi Li, Huabin Sun, Anjaneya Chimalakonda, Christine Huang, Mark Salvati, Paul Levesque",Pseudosaccharin amines as potent and selective KV1.5 blockers.
315,,25862209,Bioorganic & medicinal chemistry,2015,23,10,2568-78,"Katsuji Aikawa, Toshio Miyawaki, Takenori Hitaka, Yumi N Imai, Takahito Hara, Junichi Miyazaki, Masuo Yamaoka, Masami Kusaka, Naoyuki Kanzaki, Akihiro Tasaka, Mitsuru Shiraishi, Satoshi Yamamoto",Synthesis and biological evaluation of novel selective androgen receptor modulators (SARMs). Part I.
316,,25879485,Journal of medicinal chemistry,2015,58,12,4888-904,"Andiliy Lai, Mehmet Kahraman, Steven Govek, Johnny Nagasawa, Celine Bonnefous, Jackie Julien, Karensa Douglas, John Sensintaffar, Nhin Lu, Kyoung-Jin Lee, Anna Aparicio, Josh Kaufman, Jing Qian, Gang Shao, Rene Prudente, Michael J Moon, James D Joseph, Beatrice Darimont, Daniel Brigham, Kate Grillot, Richard Heyman, Peter J Rix, Jeffrey H Hager, Nicholas D Smith","Identification of GDC-0810 (ARN-810), an Orally Bioavailable Selective Estrogen Receptor Degrader (SERD) that Demonstrates Robust Activity in Tamoxifen-Resistant Breast Cancer Xenografts."
317,,25941555,ACS medicinal chemistry letters,2015,6,4,461-5,"Christine Yang, Jaume Balsells, Hong D Chu, Jason M Cox, Alejandro Crespo, Xiuying Ma, Lisa Contino, Patricia Brown, Sheng Gao, Beata Zamlynny, Judyann Wiltsie, Joseph Clemas, JeanMarie Lisnock, Jack Gibson, Gaochao Zhou, Margarita Garcia-Calvo, Thomas J Bateman, Vincent Tong, Ling Xu, Martin Crook, Peter Sinclair, Hong C Shen",Discovery of benzimidazole oxazolidinediones as novel and selective nonsteroidal mineralocorticoid receptor antagonists.
318,,25978072,Journal of medicinal chemistry,2015,58,12,4918-26,"Masahiro Eda, Tomoko Kuroda, Satoshi Kaneko, Yoshiyuki Aoki, Masami Yamashita, Chieko Okumura, Yoshitaka Ikeda, Tomoko Ohbora, Masaki Sakaue, Natsumi Koyama, Keiichi Aritomo",Synthesis and Biological Evaluation of Cyclopentaquinoline Derivatives as Nonsteroidal Glucocorticoid Receptor Antagonists.
319,,26046313,European journal of medicinal chemistry,2015,99,0,51-66,"Alexandre V Ivachtchenko, Yan A Ivanenkov, Oleg D Mitkin, Anton A Vorobiev, Irina V Kuznetsova, Natalia A Shevkun, Angela G Koryakova, Ruben N Karapetian, Andrey S Trifelenkov, Dmitry V Kravchenko, Mark S Veselov, Nina V Chufarova","Design, synthesis and biological evaluation of novel 5-oxo-2-thioxoimidazolidine derivatives as potent androgen receptor antagonists."
320,,26048806,Bioorganic & medicinal chemistry letters,2015,25,15,2991-7,"Jianhua Chao, Istvan Enyedy, Kurt Van Vloten, Douglas Marcotte, Kevin Guertin, Richard Hutchings, Noel Powell, Howard Jones, Tonika Bohnert, Chi-Chi Peng, Laura Silvian, Victor Sukbong Hong, Kevin Little, Daliya Banerjee, Liaomin Peng, Arthur Taveras, Joanne L Viney, Jason Fontenot",Discovery of biaryl carboxylamides as potent RORγ inverse agonists.
321,,26218343,Journal of medicinal chemistry,2015,58,16,6607-18,"John G Luz, Matthew W Carson, Bradley Condon, David Clawson, Anna Pustilnik, Daniel T Kohlman, Robert J Barr, James S Bean, M Joelle Dill, Dana K Sindelar, Milan Maletic, Michael J Coghlan",Indole Glucocorticoid Receptor Antagonists Active in a Model of Dyslipidemia Act via a Unique Association with an Agonist Binding Site.
322,,26288692,ACS medicinal chemistry letters,2015,6,8,908-12,"Aaron Balog, Richard Rampulla, Gregory S Martin, Stanley R Krystek, Ricardo Attar, Janet Dell-John, John D DiMarco, David Fairfax, Jack Gougoutas, Christian L Holst, Andrew Nation, Cheryl Rizzo, Lana M Rossiter, Liang Schweizer, Weifang Shan, Steven Spergel, Thomas Spires, Georgia Cornelius, Marco Gottardis, George Trainor, Gregory D Vite, Mark E Salvati","Discovery of BMS-641988, a Novel Androgen Receptor Antagonist for the Treatment of Prostate Cancer."
323,,26295173,European journal of medicinal chemistry,2015,102,0,310-9,"Kazumi Inoue, Ko Urushibara, Misae Kanai, Kei Yura, Shinya Fujii, Mari Ishigami-Yuasa, Yuichi Hashimoto, Shuichi Mori, Emiko Kawachi, Mio Matsumura, Tomoya Hirano, Hiroyuki Kagechika, Aya Tanatani",Design and synthesis of 4-benzyl-1-(2H)-phthalazinone derivatives as novel androgen receptor antagonists.
324,,26305181,Journal of medicinal chemistry,2015,58,17,6984-93,"Ya-Ming Xu, Manping X Liu, Nathan Grunow, E M Kithsiri Wijeratne, Gillian Paine-Murrieta, Stephen Felder, Richard M Kris, A A Leslie Gunatilaka",Discovery of Potent 17β-Hydroxywithanolides for Castration-Resistant Prostate Cancer by High-Throughput Screening of a Natural Products Library for Androgen-Induced Gene Expression Inhibitors.
325,,26407012,Journal of medicinal chemistry,2015,58,20,8128-40,"Chris De Savi, Robert H Bradbury, Alfred A Rabow, Richard A Norman, Camila de Almeida, David M Andrews, Peter Ballard, David Buttar, Rowena J Callis, Gordon S Currie, Jon O Curwen, Chris D Davies, Craig S Donald, Lyman J L Feron, Helen Gingell, Steven C Glossop, Barry R Hayter, Syeed Hussain, Galith Karoutchi, Scott G Lamont, Philip MacFaul, Thomas A Moss, Stuart E Pearson, Michael Tonge, Graeme E Walker, Hazel M Weir, Zena Wilson","Optimization of a Novel Binding Motif to (E)-3-(3,5-Difluoro-4-((1R,3R)-2-(2-fluoro-2-methylpropyl)-3-methyl-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indol-1-yl)phenyl)acrylic Acid (AZD9496), a Potent and Orally Bioavailable Selective Estrogen Receptor Downregulator and Antagonist."
326,,26568144,Journal of medicinal chemistry,2015,58,24,9768-72,"Michael J Genin, Ana B Bueno, Javier Agejas Francisco, Peter R Manninen, Wayne P Bocchinfuso, Chahrzad Montrose-Rafizadeh, Ellen A Cannady, Timothy M Jones, John R Stille, Eyas Raddad, Charles Reidy, Amy Cox, M Dodson Michael, Laura F Michael","Discovery of 6-(4-{[5-Cyclopropyl-3-(2,6-dichlorophenyl)isoxazol-4-yl]methoxy}piperidin-1-yl)-1-methyl-1H-indole-3-carboxylic Acid: A Novel FXR Agonist for the Treatment of Dyslipidemia."
327,,26631442,Bioorganic & medicinal chemistry,2015,23,24,7535-42,"Aylin Viviana Silva-Ortiz, Eugene Bratoeff, Teresa Ramírez-Apan, Yvonne Heuze, Araceli Sánchez, Juan Soriano, Marisa Cabeza",Synthesis and activity of novel 16-dehydropregnenolone acetate derivatives as inhibitors of type 1 5α-reductase and on cancer cell line SK-LU-1.
328,,26653033,Journal of medicinal chemistry,2016,59,1,419-30,"Shu-Yu Lin, Teng-Kuang Yeh, Ching-Chuan Kuo, Jen-Shin Song, Ming-Fu Cheng, Fang-Yu Liao, Min-Wu Chao, Han-Li Huang, Yi-Lin Chen, Chun-Yu Yang, Mine-Hsine Wu, Chia-Ling Hsieh, Wenchi Hsiao, Yi-Hui Peng, Jian-Sung Wu, Li-Mei Lin, Manwu Sun, Yu-Sheng Chao, Chuan Shih, Su-Ying Wu, Shiow-Lin Pan, Ming-Shiu Hung, Shau-Hua Ueng","Phenyl Benzenesulfonylhydrazides Exhibit Selective Indoleamine 2,3-Dioxygenase Inhibition with Potent in Vivo Pharmacodynamic Activity and Antitumor Efficacy."
329,,26683992,Journal of medicinal chemistry,2016,59,2,750-5,"Ashraf Saeed, Grant M Vaught, Kostas Gavardinas, Donald Matthews, Jonathan E Green, Pablo Garcia Losada, Heather A Bullock, Nathan A Calvert, Nita J Patel, Stephanie A Sweetana, Venkatesh Krishnan, Judith W Henck, John G Luz, Yong Wang, Prabhakar Jadhav","2-Chloro-4-[[(1R,2R)-2-hydroxy-2-methyl-cyclopentyl]amino]-3-methyl-benzonitrile: A Transdermal Selective Androgen Receptor Modulator (SARM) for Muscle Atrophy."
330,,26734723,Journal of medicinal chemistry,2016,59,3,1165-75,"Kim Huard, James R Gosset, Justin I Montgomery, Adam Gilbert, Matthew M Hayward, Thomas V Magee, Shawn Cabral, Daniel P Uccello, Kevin Bahnck, Janice Brown, Julie Purkal, Matthew Gorgoglione, Adhiraj Lanba, Kentaro Futatsugi, Michael Herr, Nathan E Genung, Gary Aspnes, Jana Polivkova, Carmen N Garcia-Irizarry, Qifang Li, Daniel Canterbury, Mark Niosi, Nicholas B Vera, Zhenhong Li, Bhagyashree Khunte, Jaclyn Siderewicz, Timothy Rolph, Derek M Erion",Optimization of a Dicarboxylic Series for in Vivo Inhibition of Citrate Transport by the Solute Carrier 13 (SLC13) Family.
331,,26774927,European journal of medicinal chemistry,2016,109,0,216-37,"Marco Migliore, Damien Habrant, Oscar Sasso, Clara Albani, Sine Mandrup Bertozzi, Andrea Armirotti, Daniele Piomelli, Rita Scarpelli",Potent multitarget FAAH-COX inhibitors: Design and structure-activity relationship studies.
332,,26780832,Bioorganic & medicinal chemistry,2016,24,4,789-801,"Chao Zhao, You Hee Choi, Daulat Bikram Khadka, Yifeng Jin, Kwang-Youl Lee, Won-Jea Cho",Design and synthesis of novel androgen receptor antagonists via molecular modeling.
333,,26819671,ACS medicinal chemistry letters,2016,7,1,83-8,"Anthony L Handlon, Lee T Schaller, Lisa M Leesnitzer, Raymond V Merrihew, Chuck Poole, John C Ulrich, Joseph W Wilson, Rodolfo Cadilla, Philip Turnbull",Optimizing Ligand Efficiency of Selective Androgen Receptor Modulators (SARMs).
334,,26897089,Bioorganic & medicinal chemistry,2016,24,6,1384-91,"Stephen D Lotesta, Andrew P Marcus, Yajun Zheng, Katerina Leftheris, Paul B Noto, Shi Meng, Geeta Kandpal, Guozhou Chen, Jing Zhou, Brian McKeever, Yuri Bukhtiyarov, Yi Zhao, Deepak S Lala, Suresh B Singh, Gerard M McGeehan",Identification of spirooxindole and dibenzoxazepine motifs as potent mineralocorticoid receptor antagonists.
335,,26965862,Bioorganic & medicinal chemistry letters,2016,26,8,2000-4,"Sahar Kandil, Andrew D Westwell, Christopher McGuigan",7-Substituted umbelliferone derivatives as androgen receptor antagonists for the potential treatment of prostate and breast cancer.
336,,27086122,Bioorganic & medicinal chemistry letters,2016,26,11,2655-8,"Yosuke Demizu, Nobumichi Ohoka, Takaya Nagakubo, Hiroko Yamashita, Takashi Misawa, Keiichiro Okuhira, Mikihiko Naito, Masaaki Kurihara",Development of a peptide-based inducer of nuclear receptors degradation.
337,,27301368,Bioorganic & medicinal chemistry letters,2016,26,15,3636-40,"Salvatore Ferla, Marcella Bassetto, Fabrizio Pertusati, Sahar Kandil, Andrew D Westwell, Andrea Brancale, Christopher McGuigan","Rational design and synthesis of novel anti-prostate cancer agents bearing a 3,5-bis-trifluoromethylphenyl moiety."
338,,27665178,Bioorganic & medicinal chemistry,2016,24,21,5602-5610,"Marie Kinoshita, Mai Negishi, Haruka Sakai, Tomoya Hirano, Shuichi Mori, Shinya Fujii, Hiroyuki Kagechika, Aya Tanatani",Development of 6-arylcoumarins as nonsteroidal progesterone antagonists. Structure-activity relationships and fluorescence properties.
339,,27717544,Bioorganic & medicinal chemistry letters,2016,26,21,5222-5228,"Pradeep S Jadhavar, Sreekanth A Ramachandran, Eduardo Riquelme, Ashu Gupta, Kevin P Quinn, Devleena Shivakumar, Soumya Ray, Dnyaneshwar Zende, Anjan K Nayak, Sandeep K Miglani, Balaji D Sathe, Mohd Raja, Olivia Farias, Ivan Alfaro, Sebastián Belmar, Javier Guerrero, Sebastián Bernales, Sarvajit Chakravarty, David T Hung, Jeffrey N Lindquist, Roopa Rai",Targeting prostate cancer with compounds possessing dual activity as androgen receptor antagonists and HDAC6 inhibitors.
340,,27810243,Bioorganic & medicinal chemistry letters,2016,26,23,5741-5748,"Martin Hemmerling, Karl Edman, Matti Lepistö, Anders Eriksson, Svetlana Ivanova, Jan Dahmén, Hartmut Rehwinkel, Markus Berger, Ramon Hendrickx, Matthew Dearman, Tina Jellesmark Jensen, Lisa Wissler, Thomas Hansson","Discovery of indazole ethers as novel, potent, non-steroidal glucocorticoid receptor modulators."
341,,27810589,European journal of medicinal chemistry,2017,125,0,1002-1022,"Minzan Zuo, Xi Xu, Zhouling Xie, Raoling Ge, Ziyu Zhang, Zhiyu Li, Jinlei Bian",Design and synthesis of indoline thiohydantoin derivatives based on enzalutamide as antiproliferative agents against prostate cancer.
342,,27836399,Bioorganic & medicinal chemistry letters,2016,26,23,5707-5711,"Weifang Shan, Aaron Balog, Andrew Nation, Xiao Zhu, Jing Chen, Mary Ellen Cvijic, Jieping Geng, Cheryl A Rizzo, Thomas Spires, Ricardo M Attar, Mary Obermeier, Sarah Traeger, Jun Dai, Yingru Zhang, Michael Galella, George Trainor, Gregory D Vite, Ashvinikumar V Gavai",[2.2.1]-Bicyclic sultams as potent androgen receptor antagonists.
343,,27994731,ACS medicinal chemistry letters,2016,7,12,1024-1027,"Yang He, Meng Wu, Yangguang Liu, Quanjie Li, Xiaoyu Li, Laixing Hu, Shan Cen, Jinming Zhou",Identification of Triptophenolide from Tripterygium wilfordii as a Pan-antagonist of Androgen Receptor.
344,,27994732,ACS medicinal chemistry letters,2016,7,12,1028-1033,"Ayumi Yamada, Yuko Kazui, Hiromasa Yoshioka, Aya Tanatani, Shuichi Mori, Hiroyuki Kagechika, Shinya Fujii",Development of N-(4-Phenoxyphenyl)benzenesulfonamide Derivatives as Novel Nonsteroidal Progesterone Receptor Antagonists.
345,,28011219,Bioorganic & medicinal chemistry letters,2017,27,3,546-550,"Elisa C Santa Cruz, Adriel R Carecho, Marta E Saidel, Carlos Alberto Montanari, Andrei Leitão",In silico selection and cell-based characterization of selective and bioactive compounds for androgen-dependent prostate cancer cell.
346,,28043796,Bioorganic & medicinal chemistry letters,2017,27,3,437-442,"Markus Berger, Hartmut Rehwinkel, Norbert Schmees, Heike Schäcke, Karl Edman, Lisa Wissler, Andreas Reichel, Stefan Jaroch",Discovery of new selective glucocorticoid receptor agonist leads.
347,,28051871,Journal of medicinal chemistry,2017,60,7,2629-2650,"Mercedes Martín-Martínez, Felipe L Pérez-Gordillo, Diego �?lvarez de la Rosa, Yoel Rodríguez, Guillermo Gerona-Navarro, Rosario González-Muñiz, Ming-Ming Zhou",Modulating Mineralocorticoid Receptor with Non-steroidal Antagonists. New Opportunities for the Development of Potent and Selective Ligands without Off-Target Side Effects.
348,,28174065,Bioorganic & medicinal chemistry,2017,25,5,1600-1607,"Aylin Viviana Silva-Ortiz, Eugene Bratoeff, Teresa Ramírez-Apan, Yvonne Heuze, Juan Soriano, Isabel Moreno, Marisol Bravo, Lucero Bautista, Marisa Cabeza",Synthesis of new derivatives of 21-imidazolyl-16-dehydropregnenolone as inhibitors of 5α-reductase 2 and with cytotoxic activity in cancer cells.
349,,28254377,Bioorganic & medicinal chemistry,2017,25,7,2065-2073,"Francisco Cortés-Benítez, Jenny Roy, René Maltais, Donald Poirier","Impact of androstane A- and D-ring inversion on 17β-hydroxysteroid dehydrogenase type 3 inhibitory activity, androgenic effect and metabolic stability."
350,,28272894,Journal of medicinal chemistry,2017,60,7,3082-3093,"Claudia Ferroni, Antonella Pepe, Yeong Sang Kim, Sunmin Lee, Andrea Guerrini, Marco Daniele Parenti, Anna Tesei, Alice Zamagni, Michela Cortesi, Nadia Zaffaroni, Michelandrea De Cesare, Giovanni Luca Beretta, Jane B Trepel, Sanjay V Malhotra, Greta Varchi","1,4-Substituted Triazoles as Nonsteroidal Anti-Androgens for Prostate Cancer Treatment."
351,,28363155,European journal of medicinal chemistry,2017,132,0,204-218,"Sonal Gupta, Deepti Pandey, Dhanaraju Mandalapu, Vikas Sharma, Mahendra Shukla, Seema Singh, Nidhi Singh, Santosh Kumar Yadav, Dilip Kumar Tanpula, Surabhi Singh, Jagdamba P Maikhuri, Shubha Shukla, Jawahar Lal, Mohammad I Siddiqi, Gopal Gupta, Vishnu L Sharma",Novel aryl piperazines for alleviation of 'andropause' associated prostatic disorders and depression.
352,,28363748,Bioorganic & medicinal chemistry letters,2017,27,9,1897-1901,"Moriteru Asano, Takenori Hitaka, Takashi Imada, Masami Yamada, Megumi Morimoto, Hiromi Shinohara, Takahito Hara, Masuo Yamaoka, Takashi Santou, Masaharu Nakayama, Yumi Imai, Noriyuki Habuka, Jason Yano, Keith Wilson, Hisashi Fujita, Atsushi Hasuoka",Synthesis and biological evaluation of novel selective androgen receptor modulators (SARMs). Part II: Optimization of 4-(pyrrolidin-1-yl)benzonitrile derivatives.
353,,28368581,Journal of medicinal chemistry,2017,60,8,3405-3421,"Hazel J Hunt, Joseph K Belanoff, Iain Walters, Benoit Gourdet, Jennifer Thomas, Naomi Barton, John Unitt, Timothy Phillips, Denise Swift, Emily Eaton","Identification of the Clinical Candidate (R)-(1-(4-Fluorophenyl)-6-((1-methyl-1H-pyrazol-4-yl)sulfonyl)-4,4a,5,6,7,8-hexahydro-1H-pyrazolo[3,4-g]isoquinolin-4a-yl)(4-(trifluoromethyl)pyridin-2-yl)methanone (CORT125134): A Selective Glucocorticoid Receptor (GR) Antagonist."
354,,28385503,Bioorganic & medicinal chemistry letters,2017,27,10,2216-2220,"Joseph M Salvino, Yellamelli V V Srikanth, Rongliang Lou, Halley M Oyer, Nan Chen, Felix J Kim",Novel small molecule guanidine Sigma1 inhibitors for advanced prostate cancer.
355,,28454849,Bioorganic & medicinal chemistry,2017,25,13,3330-3349,"Katsuji Aikawa, Moriteru Asano, Koji Ono, Noriyuki Habuka, Jason Yano, Keith Wilson, Hisashi Fujita, Hitoshi Kandori, Takahito Hara, Megumi Morimoto, Takashi Santou, Masuo Yamaoka, Masaharu Nakayama, Atsushi Hasuoka",Synthesis and biological evaluation of novel selective androgen receptor modulators (SARMs) Part III: Discovery of 4-(5-oxopyrrolidine-1-yl)benzonitrile derivative 2f as a clinical candidate.
356,,28478926,Bioorganic & medicinal chemistry letters,2017,27,12,2803-2806,"Xuehai Pang, Yingwei Wang, Yuanwei Chen","Design, synthesis, and biological evaluation of deuterated apalutamide with improved pharmacokinetic profiles."
357,,28506584,Bioorganic & medicinal chemistry,2017,25,13,3461-3470,"Hiromasa Yoshioka, Ayumi Yamada, Yuko Nishiyama, Hiroyuki Kagechika, Yuichi Hashimoto, Shinya Fujii",Development of nonsteroidal glucocorticoid receptor modulators based on N-benzyl-N-(4-phenoxyphenyl)benzenesulfonamide scaffold.
358,,28594553,Journal of medicinal chemistry,2018,61,2,543-575,"Norihito Shibata, Katsunori Nagai, Yoko Morita, Osamu Ujikawa, Nobumichi Ohoka, Takayuki Hattori, Ryokichi Koyama, Osamu Sano, Yasuhiro Imaeda, Hiroshi Nara, Nobuo Cho, Mikihiko Naito",Development of Protein Degradation Inducers of Androgen Receptor by Conjugation of Androgen Receptor Ligands and Inhibitor of Apoptosis Protein Ligands.
359,,28696695,Journal of medicinal chemistry,2017,60,14,6451-6457,"Ray Unwalla, James J Mousseau, Olugbeminiyi O Fadeyi, Chulho Choi, Kevin Parris, Baihua Hu, Thomas Kenney, Susan Chippari, Christopher McNally, Karthick Vishwanathan, Edward Kilbourne, Catherine Thompson, Sunil Nagpal, Jay Wrobel, Matthew Yudt, Carl A Morris, Dennis Powell, Adam M Gilbert, Eugene L Piatnitski Chekler",Structure-Based Approach To Identify 5-[4-Hydroxyphenyl]pyrrole-2-carbonitrile Derivatives as Potent and Tissue Selective Androgen Receptor Modulators.
360,,28757062,Bioorganic & medicinal chemistry letters,2017,27,17,4212-4217,"Kejing Lao, Jie Sun, Chong Wang, Ying Wang, Qidong You, Hong Xiao, Hua Xiang","Design, synthesis and biological evaluation of novel 3-oxo-4-oxa-5α-androst-17β-amide derivatives as dual 5α-reductase inhibitors and androgen receptor antagonists."
361,,28937774,Journal of medicinal chemistry,2017,60,20,8591-8605,"Martin Hemmerling, Stinabritt Nilsson, Karl Edman, Stefan Eirefelt, Wayne Russell, Ramon Hendrickx, Eskil Johnsson, Carina Kärrman Mårdh, Markus Berger, Hartmut Rehwinkel, Anna Abrahamsson, Jan Dahmén, Anders R Eriksson, Balint Gabos, Krister Henriksson, Nafizal Hossain, Svetlana Ivanova, Anne-Helene Jansson, Tina J Jensen, Anders Jerre, Henrik Johansson, Tomas Klingstedt, Matti Lepistö, Martin Lindsjö, Irene Mile, Grigorios Nikitidis, John Steele, Ulrika Tehler, Lisa Wissler, Thomas Hansson",Selective Nonsteroidal Glucocorticoid Receptor Modulators for the Inhaled Treatment of Pulmonary Diseases.
362,,28947938,ACS medicinal chemistry letters,2017,8,9,925-930,"Julie L Engers, Katrina A Bollinger, Rebecca L Weiner, Alice L Rodriguez, Madeline F Long, Megan M Breiner, Sichen Chang, Sean R Bollinger, Michael Bubser, Carrie K Jones, Ryan D Morrison, Thomas M Bridges, Anna L Blobaum, Colleen M Niswender, P Jeffrey Conn, Kyle A Emmitte, Craig W Lindsley",Design and Synthesis of N-Aryl Phenoxyethoxy Pyridinones as Highly Selective and CNS Penetrant mGlu3 NAMs.
363,,29029933,Bioorganic & medicinal chemistry letters,2017,27,21,4805-4811,"R Ian Storer, Andy Pike, Nigel A Swain, Aristos J Alexandrou, Bruce M Bechle, David C Blakemore, Alan D Brown, Neil A Castle, Matthew S Corbett, Neil J Flanagan, David Fengas, M Scott Johnson, Lyn H Jones, Brian E Marron, C Elizabeth Payne, David Printzenhoff, David J Rawson, Colin R Rose, Thomas Ryckmans, Jianmin Sun, Jonathan W Theile, Rubben Torella, Elaine Tseng, Joseph S Warmus",Highly potent and selective NaV1.7 inhibitors for use as intravenous agents and chemical probes.
364,,29057060,ACS medicinal chemistry letters,2017,8,10,1110-1115,"Masahito Abe, Mabel Seto, Rocco G Gogliotti, Matthew T Loch, Katrina A Bollinger, Sichen Chang, Eileen M Engelberg, Vincent B Luscombe, Joel M Harp, Michael Bubser, Darren W Engers, Carrie K Jones, Alice L Rodriguez, Anna L Blobaum, P Jeffrey Conn, Colleen M Niswender, Craig W Lindsley","Discovery of VU6005649, a CNS Penetrant mGlu7/8 Receptor PAM Derived from a Series of Pyrazolo[1,5-a]pyrimidines."
365,,29117897,European journal of medicinal chemistry,2018,143,0,1325-1344,"Xi Xu, Raoling Ge, Lei Li, Jubo Wang, Xiaoyu Lu, Siqi Xue, Xijing Chen, Zhiyu Li, Jinlei Bian",Exploring the tetrahydroisoquinoline thiohydantoin scaffold blockade the androgen receptor as potent anti-prostate cancer agents.
366,,29300474,Journal of medicinal chemistry,2018,61,3,1086-1097,"David W Piotrowski, Kentaro Futatsugi, Agustin Casimiro-Garcia, Liuqing Wei, Matthew F Sammons, Michael Herr, Wenhua Jiao, Sophie Y Lavergne, Steven B Coffey, Stephen W Wright, Kun Song, Paula M Loria, Mary Ellen Banker, Donna N Petersen, Jonathan Bauman","Identification of Morpholino-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-ones as Nonsteroidal Mineralocorticoid Antagonists."
367,,29407970,European journal of medicinal chemistry,2018,146,0,451-459,"Fengyi Zhao, Weifan Wang, Wen Lu, Li Xu, Shilong Yang, Xu-Min Cai, Mengyi Zhou, Meng Lei, Mengtao Ma, Hai-Jun Xu, Fuliang Cao",High anticancer potency on tumor cells of dehydroabietylamine Schiff-base derivatives and a copper(II) complex.
368,,29424542,Journal of medicinal chemistry,2018,61,5,1785-1799,"Lena Ripa, Karl Edman, Matthew Dearman, Goran Edenro, Ramon Hendrickx, Victoria Ullah, Hui-Fang Chang, Matti Lepistö, Dave Chapman, Stefan Geschwindner, Lisa Wissler, Petter Svanberg, Karolina Lawitz, Jesper Malmberg, Antonios Nikitidis, Roine I Olsson, James Bird, Antoni Llinas, Tove Hegelund-Myrbäck, Markus Berger, Philip Thorne, Richard Harrison, Christian Köhler, Tomas Drmota",Discovery of a Novel Oral Glucocorticoid Receptor Modulator (AZD9567) with Improved Side Effect Profile.
369,,29718668,Journal of medicinal chemistry,2018,61,10,4635-4640,"John M Humphrey, Matthew Movsesian, Christopher W Am Ende, Stacey L Becker, Thomas A Chappie, Stephen Jenkinson, Jennifer L Liras, Spiros Liras, Christine Orozco, Jayvardhan Pandit, Felix F Vajdos, Fabrice Vandeput, Eddie Yang, Frank S Menniti",Discovery of Potent and Selective Periphery-Restricted Quinazoline Inhibitors of the Cyclic Nucleotide Phosphodiesterase PDE1.
370,,29990434,Journal of medicinal chemistry,2018,61,15,6724-6735,"David A Carcache, Anna Vulpetti, Joerg Kallen, Henri Mattes, David Orain, Rowan Stringer, Eric Vangrevelinghe, Romain M Wolf, Klemens Kaupmann, Johannes Ottl, Janet Dawson, Nigel G Cooke, Klemens Hoegenauer, Andreas Billich, Juergen Wagner, Christine Guntermann, Samuel Hintermann",Optimizing a Weakly Binding Fragment into a Potent RORγt Inverse Agonist with Efficacy in an in Vivo Inflammation Model.
371,,30034593,ACS medicinal chemistry letters,2018,9,7,641-645,"Yuko Nishiyama, Shuichi Mori, Makoto Makishima, Shinya Fujii, Hiroyuki Kagechika, Yuichi Hashimoto, Minoru Ishikawa",Novel Nonsteroidal Progesterone Receptor (PR) Antagonists with a Phenanthridinone Skeleton.
372,,30091920,Journal of medicinal chemistry,2018,61,17,7767-7784,"Yosup Rew, Xiaohui Du, John Eksterowicz, Haiying Zhou, Nadine Jahchan, Liusheng Zhu, Xuelei Yan, Hiroyuki Kawai, Lawrence R McGee, Julio C Medina, Tom Huang, Chelsea Chen, Tatiana Zavorotinskaya, Dena Sutimantanapi, Joanna Waszczuk, Erica Jackson, Elizabeth Huang, Qiuping Ye, Valeria R Fantin, Daqing Sun",Discovery of a Potent and Selective Steroidal Glucocorticoid Receptor Antagonist (ORIC-101).
